Profile,nsr,Iteration,Method,Metric,Score,Data_true_profile,Data_method_profile
random,0.01,1.0,Direct,MSE,0.0579186476876738,"[0.45004069 0.4011959  0.80724096 0.48708569 0.47240154 0.17081964
 0.59101882 0.55485162 0.33999673 0.67044179 0.31750852 0.68245312
 0.44395761 0.13493714 0.76925203 0.28798494 0.79562477 0.92943298
 0.63903726 0.         0.57492285 0.86055627 0.86451903 1.
 0.3873234  0.66467486 0.06994748 0.57799462 0.52921089 0.63604719
 0.3344165  0.5075829  0.12519623 0.71415811 0.49071363 0.30468547
 0.51038735 0.54830768 0.86076309 0.81377419 0.29266996 0.75858507
 0.81477004 0.3330768  0.58691889 0.51549612 0.64655578 0.46223375
 0.5940603  0.53006879 0.46860487 0.4036436  0.6080787  0.73991252
 0.2473126  0.67952305 0.42253821 0.7112905  0.33063679 0.85337372
 0.42244873 0.19213979 0.30404367 0.34670723 0.20069461 0.80406186
 0.69935595 0.70389945 0.55772159 0.31332679 0.8182267  0.15558621
 0.546253   0.82927724 0.68156464 0.57382356 0.88818306 0.57844748
 0.33343261 0.05781855 0.50381076 0.87997475 0.22908852 0.66395055
 0.35210839 0.44781322 0.54130721 0.40325721 0.74798384 0.75652388
 0.20606752 0.67270066 0.81258463 0.68015669 0.89679634 0.46061897
 0.43506512 0.77476482 0.58959584 0.63853035]","[0.41741952 0.41824803 0.41992741 0.42223872 0.42499667 0.42813309
 0.43179275 0.43583826 0.44009898 0.44506387 0.45022895 0.45590667
 0.46198412 0.46722095 0.47808284 0.49743204 0.51960618 0.54548607
 0.54415102 0.52386529 0.49983546 0.54490909 0.6177917  0.62638528
 0.56907614 0.52242693 0.50863507 0.50598135 0.5446931  0.55427332
 0.50588029 0.32329079 0.40469201 0.51647166 0.55252073 0.50856144
 0.46616114 0.59113092 0.68899157 0.65003901 0.52621712 0.4435958
 0.48984615 0.62448874 0.7185601  0.60671415 0.53801547 0.47033181
 0.47463634 0.67752153 0.61256185 0.42781816 0.54834952 0.54810148
 0.47293195 0.45678765 0.40629958 0.54261658 0.68402467 0.68808135
 0.54834929 0.49706249 0.52695833 0.51519977 0.39053744 0.39884252
 0.50997516 0.54596127 0.75662608 0.54176098 0.34944828 0.30616269
 0.58199169 0.7144459  0.8198322  0.75554698 0.44964426 0.57194747
 0.58907711 0.47847318 0.37621034 0.63290062 0.51158905 0.50593875
 0.71052735 0.4570446  0.30066016 0.45552038 0.5321411  0.66444441
 0.40642504 0.74968143 0.47217496 0.59017868 0.56136451 0.51779522
 0.68694293 0.56319622 0.61620733]"
random,0.01,1.0,Gaussian,MSE,0.048759283683927415,"[0.45004069 0.4011959  0.80724096 0.48708569 0.47240154 0.17081964
 0.59101882 0.55485162 0.33999673 0.67044179 0.31750852 0.68245312
 0.44395761 0.13493714 0.76925203 0.28798494 0.79562477 0.92943298
 0.63903726 0.         0.57492285 0.86055627 0.86451903 1.
 0.3873234  0.66467486 0.06994748 0.57799462 0.52921089 0.63604719
 0.3344165  0.5075829  0.12519623 0.71415811 0.49071363 0.30468547
 0.51038735 0.54830768 0.86076309 0.81377419 0.29266996 0.75858507
 0.81477004 0.3330768  0.58691889 0.51549612 0.64655578 0.46223375
 0.5940603  0.53006879 0.46860487 0.4036436  0.6080787  0.73991252
 0.2473126  0.67952305 0.42253821 0.7112905  0.33063679 0.85337372
 0.42244873 0.19213979 0.30404367 0.34670723 0.20069461 0.80406186
 0.69935595 0.70389945 0.55772159 0.31332679 0.8182267  0.15558621
 0.546253   0.82927724 0.68156464 0.57382356 0.88818306 0.57844748
 0.33343261 0.05781855 0.50381076 0.87997475 0.22908852 0.66395055
 0.35210839 0.44781322 0.54130721 0.40325721 0.74798384 0.75652388
 0.20606752 0.67270066 0.81258463 0.68015669 0.89679634 0.46061897
 0.43506512 0.77476482 0.58959584 0.63853035]","[0.5232651  0.53302787 0.52991943 0.51998045 0.50999207 0.50554294
 0.50947726 0.52125176 0.53742879 0.55313974 0.56401065 0.56787423
 0.56566401 0.56117156 0.55974731 0.56639315 0.58390175 0.61167084
 0.64557669 0.67892492 0.70414459 0.71468011 0.7065299  0.67906127
 0.63500578 0.57978828 0.52047621 0.46463237 0.41926032 0.38992632
 0.38008564 0.39064527 0.41982485 0.4633811  0.51521031 0.56825188
 0.61553094 0.65114536 0.67103909 0.67348236 0.65925041 0.63151785
 0.59546648 0.55758136 0.52463382 0.50244315 0.49464194 0.50177264
 0.52104047 0.54690445 0.57243564 0.59109888 0.59843503 0.59311907
 0.5770603  0.55453116 0.53064111 0.50968803 0.49394469 0.48326622
 0.47560532 0.4682034  0.45899993 0.44774162 0.43639463 0.42871639
 0.42913839 0.4413411  0.46698984 0.50502171 0.55166957 0.60116339
 0.64685772 0.68245978 0.70308088 0.70595563 0.69079434 0.65979629
 0.6173498  0.56941839 0.52261956 0.48307644 0.45524179 0.44099453
 0.43931811 0.44674698 0.45853492 0.47023632 0.47920261 0.48547073
 0.49168635 0.5020195  0.5203887  0.54858048 0.58492936 0.624066
 0.65789294 0.67752693 0.67560718 0.67325637]"
random,0.01,1.0,Indirect,MAE,0.42034190843770625,"[0.45004069 0.4011959  0.80724096 0.48708569 0.47240154 0.17081964
 0.59101882 0.55485162 0.33999673 0.67044179 0.31750852 0.68245312
 0.44395761 0.13493714 0.76925203 0.28798494 0.79562477 0.92943298
 0.63903726 0.         0.57492285 0.86055627 0.86451903 1.
 0.3873234  0.66467486 0.06994748 0.57799462 0.52921089 0.63604719
 0.3344165  0.5075829  0.12519623 0.71415811 0.49071363 0.30468547
 0.51038735 0.54830768 0.86076309 0.81377419 0.29266996 0.75858507
 0.81477004 0.3330768  0.58691889 0.51549612 0.64655578 0.46223375
 0.5940603  0.53006879 0.46860487 0.4036436  0.6080787  0.73991252
 0.2473126  0.67952305 0.42253821 0.7112905  0.33063679 0.85337372
 0.42244873 0.19213979 0.30404367 0.34670723 0.20069461 0.80406186
 0.69935595 0.70389945 0.55772159 0.31332679 0.8182267  0.15558621
 0.546253   0.82927724 0.68156464 0.57382356 0.88818306 0.57844748
 0.33343261 0.05781855 0.50381076 0.87997475 0.22908852 0.66395055
 0.35210839 0.44781322 0.54130721 0.40325721 0.74798384 0.75652388
 0.20606752 0.67270066 0.81258463 0.68015669 0.89679634 0.46061897
 0.43506512 0.77476482 0.58959584 0.63853035]","[0.03035392 0.06343791 0.09120311 0.11364953 0.13077716 0.142586
 0.14335454 0.13993348 0.13650972 0.1348357  0.13572928 0.1369595
 0.13629092 0.13601027 0.13633357 0.13751793 0.14028383 0.14410888
 0.14747016 0.15066317 0.15308107 0.15398772 0.15226675 0.14778178
 0.14081171 0.13290029 0.12545818 0.11893366 0.11169152 0.10556218
 0.10139913 0.10099217 0.1049697  0.11172338 0.11789813 0.12459498
 0.13266167 0.1401267  0.14715431 0.15065973 0.15039777 0.14765298
 0.14531131 0.14151595 0.13663789 0.13074503 0.12669814 0.12711558
 0.1282399  0.12985345 0.13067183 0.13216152 0.13410445 0.13654279
 0.13715178 0.13614982 0.13392341 0.13036102 0.12649197 0.12190109
 0.11708263 0.11311305 0.11178876 0.1128777  0.11347023 0.11334066
 0.1117143  0.11198975 0.11145738 0.11113277 0.11369145 0.12128534
 0.13243395 0.14767507 0.16131014 0.17002937 0.17413125 0.17076868
 0.15935861 0.14374338 0.12792323 0.11841418 0.11147332 0.10942604
 0.11043585 0.11480297 0.1188349  0.12104489 0.12430645 0.1223407
 0.12079948 0.11927759 0.11476248 0.10871005 0.10667072 0.10553497
 0.10530281 0.10597423 0.10754923]"
random,0.01,1.0,Direct,MAE,0.20131417365933804,"[0.45004069 0.4011959  0.80724096 0.48708569 0.47240154 0.17081964
 0.59101882 0.55485162 0.33999673 0.67044179 0.31750852 0.68245312
 0.44395761 0.13493714 0.76925203 0.28798494 0.79562477 0.92943298
 0.63903726 0.         0.57492285 0.86055627 0.86451903 1.
 0.3873234  0.66467486 0.06994748 0.57799462 0.52921089 0.63604719
 0.3344165  0.5075829  0.12519623 0.71415811 0.49071363 0.30468547
 0.51038735 0.54830768 0.86076309 0.81377419 0.29266996 0.75858507
 0.81477004 0.3330768  0.58691889 0.51549612 0.64655578 0.46223375
 0.5940603  0.53006879 0.46860487 0.4036436  0.6080787  0.73991252
 0.2473126  0.67952305 0.42253821 0.7112905  0.33063679 0.85337372
 0.42244873 0.19213979 0.30404367 0.34670723 0.20069461 0.80406186
 0.69935595 0.70389945 0.55772159 0.31332679 0.8182267  0.15558621
 0.546253   0.82927724 0.68156464 0.57382356 0.88818306 0.57844748
 0.33343261 0.05781855 0.50381076 0.87997475 0.22908852 0.66395055
 0.35210839 0.44781322 0.54130721 0.40325721 0.74798384 0.75652388
 0.20606752 0.67270066 0.81258463 0.68015669 0.89679634 0.46061897
 0.43506512 0.77476482 0.58959584 0.63853035]","[0.41741952 0.41824803 0.41992741 0.42223872 0.42499667 0.42813309
 0.43179275 0.43583826 0.44009898 0.44506387 0.45022895 0.45590667
 0.46198412 0.46722095 0.47808284 0.49743204 0.51960618 0.54548607
 0.54415102 0.52386529 0.49983546 0.54490909 0.6177917  0.62638528
 0.56907614 0.52242693 0.50863507 0.50598135 0.5446931  0.55427332
 0.50588029 0.32329079 0.40469201 0.51647166 0.55252073 0.50856144
 0.46616114 0.59113092 0.68899157 0.65003901 0.52621712 0.4435958
 0.48984615 0.62448874 0.7185601  0.60671415 0.53801547 0.47033181
 0.47463634 0.67752153 0.61256185 0.42781816 0.54834952 0.54810148
 0.47293195 0.45678765 0.40629958 0.54261658 0.68402467 0.68808135
 0.54834929 0.49706249 0.52695833 0.51519977 0.39053744 0.39884252
 0.50997516 0.54596127 0.75662608 0.54176098 0.34944828 0.30616269
 0.58199169 0.7144459  0.8198322  0.75554698 0.44964426 0.57194747
 0.58907711 0.47847318 0.37621034 0.63290062 0.51158905 0.50593875
 0.71052735 0.4570446  0.30066016 0.45552038 0.5321411  0.66444441
 0.40642504 0.74968143 0.47217496 0.59017868 0.56136451 0.51779522
 0.68694293 0.56319622 0.61620733]"
random,0.01,1.0,Gaussian,MAE,0.18256790711604348,"[0.45004069 0.4011959  0.80724096 0.48708569 0.47240154 0.17081964
 0.59101882 0.55485162 0.33999673 0.67044179 0.31750852 0.68245312
 0.44395761 0.13493714 0.76925203 0.28798494 0.79562477 0.92943298
 0.63903726 0.         0.57492285 0.86055627 0.86451903 1.
 0.3873234  0.66467486 0.06994748 0.57799462 0.52921089 0.63604719
 0.3344165  0.5075829  0.12519623 0.71415811 0.49071363 0.30468547
 0.51038735 0.54830768 0.86076309 0.81377419 0.29266996 0.75858507
 0.81477004 0.3330768  0.58691889 0.51549612 0.64655578 0.46223375
 0.5940603  0.53006879 0.46860487 0.4036436  0.6080787  0.73991252
 0.2473126  0.67952305 0.42253821 0.7112905  0.33063679 0.85337372
 0.42244873 0.19213979 0.30404367 0.34670723 0.20069461 0.80406186
 0.69935595 0.70389945 0.55772159 0.31332679 0.8182267  0.15558621
 0.546253   0.82927724 0.68156464 0.57382356 0.88818306 0.57844748
 0.33343261 0.05781855 0.50381076 0.87997475 0.22908852 0.66395055
 0.35210839 0.44781322 0.54130721 0.40325721 0.74798384 0.75652388
 0.20606752 0.67270066 0.81258463 0.68015669 0.89679634 0.46061897
 0.43506512 0.77476482 0.58959584 0.63853035]","[0.5232651  0.53302787 0.52991943 0.51998045 0.50999207 0.50554294
 0.50947726 0.52125176 0.53742879 0.55313974 0.56401065 0.56787423
 0.56566401 0.56117156 0.55974731 0.56639315 0.58390175 0.61167084
 0.64557669 0.67892492 0.70414459 0.71468011 0.7065299  0.67906127
 0.63500578 0.57978828 0.52047621 0.46463237 0.41926032 0.38992632
 0.38008564 0.39064527 0.41982485 0.4633811  0.51521031 0.56825188
 0.61553094 0.65114536 0.67103909 0.67348236 0.65925041 0.63151785
 0.59546648 0.55758136 0.52463382 0.50244315 0.49464194 0.50177264
 0.52104047 0.54690445 0.57243564 0.59109888 0.59843503 0.59311907
 0.5770603  0.55453116 0.53064111 0.50968803 0.49394469 0.48326622
 0.47560532 0.4682034  0.45899993 0.44774162 0.43639463 0.42871639
 0.42913839 0.4413411  0.46698984 0.50502171 0.55166957 0.60116339
 0.64685772 0.68245978 0.70308088 0.70595563 0.69079434 0.65979629
 0.6173498  0.56941839 0.52261956 0.48307644 0.45524179 0.44099453
 0.43931811 0.44674698 0.45853492 0.47023632 0.47920261 0.48547073
 0.49168635 0.5020195  0.5203887  0.54858048 0.58492936 0.624066
 0.65789294 0.67752693 0.67560718 0.67325637]"
random,0.01,1.0,Indirect,MPD,0.8598824608375748,"[0.45004069 0.4011959  0.80724096 0.48708569 0.47240154 0.17081964
 0.59101882 0.55485162 0.33999673 0.67044179 0.31750852 0.68245312
 0.44395761 0.13493714 0.76925203 0.28798494 0.79562477 0.92943298
 0.63903726 0.         0.57492285 0.86055627 0.86451903 1.
 0.3873234  0.66467486 0.06994748 0.57799462 0.52921089 0.63604719
 0.3344165  0.5075829  0.12519623 0.71415811 0.49071363 0.30468547
 0.51038735 0.54830768 0.86076309 0.81377419 0.29266996 0.75858507
 0.81477004 0.3330768  0.58691889 0.51549612 0.64655578 0.46223375
 0.5940603  0.53006879 0.46860487 0.4036436  0.6080787  0.73991252
 0.2473126  0.67952305 0.42253821 0.7112905  0.33063679 0.85337372
 0.42244873 0.19213979 0.30404367 0.34670723 0.20069461 0.80406186
 0.69935595 0.70389945 0.55772159 0.31332679 0.8182267  0.15558621
 0.546253   0.82927724 0.68156464 0.57382356 0.88818306 0.57844748
 0.33343261 0.05781855 0.50381076 0.87997475 0.22908852 0.66395055
 0.35210839 0.44781322 0.54130721 0.40325721 0.74798384 0.75652388
 0.20606752 0.67270066 0.81258463 0.68015669 0.89679634 0.46061897
 0.43506512 0.77476482 0.58959584 0.63853035]","[0.03035392 0.06343791 0.09120311 0.11364953 0.13077716 0.142586
 0.14335454 0.13993348 0.13650972 0.1348357  0.13572928 0.1369595
 0.13629092 0.13601027 0.13633357 0.13751793 0.14028383 0.14410888
 0.14747016 0.15066317 0.15308107 0.15398772 0.15226675 0.14778178
 0.14081171 0.13290029 0.12545818 0.11893366 0.11169152 0.10556218
 0.10139913 0.10099217 0.1049697  0.11172338 0.11789813 0.12459498
 0.13266167 0.1401267  0.14715431 0.15065973 0.15039777 0.14765298
 0.14531131 0.14151595 0.13663789 0.13074503 0.12669814 0.12711558
 0.1282399  0.12985345 0.13067183 0.13216152 0.13410445 0.13654279
 0.13715178 0.13614982 0.13392341 0.13036102 0.12649197 0.12190109
 0.11708263 0.11311305 0.11178876 0.1128777  0.11347023 0.11334066
 0.1117143  0.11198975 0.11145738 0.11113277 0.11369145 0.12128534
 0.13243395 0.14767507 0.16131014 0.17002937 0.17413125 0.17076868
 0.15935861 0.14374338 0.12792323 0.11841418 0.11147332 0.10942604
 0.11043585 0.11480297 0.1188349  0.12104489 0.12430645 0.1223407
 0.12079948 0.11927759 0.11476248 0.10871005 0.10667072 0.10553497
 0.10530281 0.10597423 0.10754923]"
random,0.01,1.0,Direct,MPD,0.12275669148523743,"[0.45004069 0.4011959  0.80724096 0.48708569 0.47240154 0.17081964
 0.59101882 0.55485162 0.33999673 0.67044179 0.31750852 0.68245312
 0.44395761 0.13493714 0.76925203 0.28798494 0.79562477 0.92943298
 0.63903726 0.         0.57492285 0.86055627 0.86451903 1.
 0.3873234  0.66467486 0.06994748 0.57799462 0.52921089 0.63604719
 0.3344165  0.5075829  0.12519623 0.71415811 0.49071363 0.30468547
 0.51038735 0.54830768 0.86076309 0.81377419 0.29266996 0.75858507
 0.81477004 0.3330768  0.58691889 0.51549612 0.64655578 0.46223375
 0.5940603  0.53006879 0.46860487 0.4036436  0.6080787  0.73991252
 0.2473126  0.67952305 0.42253821 0.7112905  0.33063679 0.85337372
 0.42244873 0.19213979 0.30404367 0.34670723 0.20069461 0.80406186
 0.69935595 0.70389945 0.55772159 0.31332679 0.8182267  0.15558621
 0.546253   0.82927724 0.68156464 0.57382356 0.88818306 0.57844748
 0.33343261 0.05781855 0.50381076 0.87997475 0.22908852 0.66395055
 0.35210839 0.44781322 0.54130721 0.40325721 0.74798384 0.75652388
 0.20606752 0.67270066 0.81258463 0.68015669 0.89679634 0.46061897
 0.43506512 0.77476482 0.58959584 0.63853035]","[0.41741952 0.41824803 0.41992741 0.42223872 0.42499667 0.42813309
 0.43179275 0.43583826 0.44009898 0.44506387 0.45022895 0.45590667
 0.46198412 0.46722095 0.47808284 0.49743204 0.51960618 0.54548607
 0.54415102 0.52386529 0.49983546 0.54490909 0.6177917  0.62638528
 0.56907614 0.52242693 0.50863507 0.50598135 0.5446931  0.55427332
 0.50588029 0.32329079 0.40469201 0.51647166 0.55252073 0.50856144
 0.46616114 0.59113092 0.68899157 0.65003901 0.52621712 0.4435958
 0.48984615 0.62448874 0.7185601  0.60671415 0.53801547 0.47033181
 0.47463634 0.67752153 0.61256185 0.42781816 0.54834952 0.54810148
 0.47293195 0.45678765 0.40629958 0.54261658 0.68402467 0.68808135
 0.54834929 0.49706249 0.52695833 0.51519977 0.39053744 0.39884252
 0.50997516 0.54596127 0.75662608 0.54176098 0.34944828 0.30616269
 0.58199169 0.7144459  0.8198322  0.75554698 0.44964426 0.57194747
 0.58907711 0.47847318 0.37621034 0.63290062 0.51158905 0.50593875
 0.71052735 0.4570446  0.30066016 0.45552038 0.5321411  0.66444441
 0.40642504 0.74968143 0.47217496 0.59017868 0.56136451 0.51779522
 0.68694293 0.56319622 0.61620733]"
random,0.01,1.0,Gaussian,MPD,0.10551662503575873,"[0.45004069 0.4011959  0.80724096 0.48708569 0.47240154 0.17081964
 0.59101882 0.55485162 0.33999673 0.67044179 0.31750852 0.68245312
 0.44395761 0.13493714 0.76925203 0.28798494 0.79562477 0.92943298
 0.63903726 0.         0.57492285 0.86055627 0.86451903 1.
 0.3873234  0.66467486 0.06994748 0.57799462 0.52921089 0.63604719
 0.3344165  0.5075829  0.12519623 0.71415811 0.49071363 0.30468547
 0.51038735 0.54830768 0.86076309 0.81377419 0.29266996 0.75858507
 0.81477004 0.3330768  0.58691889 0.51549612 0.64655578 0.46223375
 0.5940603  0.53006879 0.46860487 0.4036436  0.6080787  0.73991252
 0.2473126  0.67952305 0.42253821 0.7112905  0.33063679 0.85337372
 0.42244873 0.19213979 0.30404367 0.34670723 0.20069461 0.80406186
 0.69935595 0.70389945 0.55772159 0.31332679 0.8182267  0.15558621
 0.546253   0.82927724 0.68156464 0.57382356 0.88818306 0.57844748
 0.33343261 0.05781855 0.50381076 0.87997475 0.22908852 0.66395055
 0.35210839 0.44781322 0.54130721 0.40325721 0.74798384 0.75652388
 0.20606752 0.67270066 0.81258463 0.68015669 0.89679634 0.46061897
 0.43506512 0.77476482 0.58959584 0.63853035]","[0.5232651  0.53302787 0.52991943 0.51998045 0.50999207 0.50554294
 0.50947726 0.52125176 0.53742879 0.55313974 0.56401065 0.56787423
 0.56566401 0.56117156 0.55974731 0.56639315 0.58390175 0.61167084
 0.64557669 0.67892492 0.70414459 0.71468011 0.7065299  0.67906127
 0.63500578 0.57978828 0.52047621 0.46463237 0.41926032 0.38992632
 0.38008564 0.39064527 0.41982485 0.4633811  0.51521031 0.56825188
 0.61553094 0.65114536 0.67103909 0.67348236 0.65925041 0.63151785
 0.59546648 0.55758136 0.52463382 0.50244315 0.49464194 0.50177264
 0.52104047 0.54690445 0.57243564 0.59109888 0.59843503 0.59311907
 0.5770603  0.55453116 0.53064111 0.50968803 0.49394469 0.48326622
 0.47560532 0.4682034  0.45899993 0.44774162 0.43639463 0.42871639
 0.42913839 0.4413411  0.46698984 0.50502171 0.55166957 0.60116339
 0.64685772 0.68245978 0.70308088 0.70595563 0.69079434 0.65979629
 0.6173498  0.56941839 0.52261956 0.48307644 0.45524179 0.44099453
 0.43931811 0.44674698 0.45853492 0.47023632 0.47920261 0.48547073
 0.49168635 0.5020195  0.5203887  0.54858048 0.58492936 0.624066
 0.65789294 0.67752693 0.67560718 0.67325637]"
random,0.01,2.0,Indirect,MSE,0.19343285156382506,"[0.4794748  0.65875777 0.80227505 0.20447878 0.27802275 0.84338841
 0.49599953 0.70802188 0.03551671 0.58604009 0.69274634 0.54802148
 0.76804489 0.68452753 0.15027792 0.81884163 0.53898748 0.05760757
 0.26227136 0.59615801 0.41375918 0.35321464 0.17314279 0.24349962
 0.55631189 0.3180631  0.70182217 0.72847137 0.41570929 0.
 0.61234286 0.66707285 0.75505064 0.3758809  0.57509155 0.43475282
 0.72895818 0.53443484 0.82851245 0.63872218 0.42135013 0.44185236
 0.50982255 0.69531537 0.47510804 0.29474615 0.47278159 0.31569288
 0.79745435 0.52342136 0.74807855 0.59000188 0.75179453 0.6405905
 0.32321384 0.44546284 0.62245904 0.69522821 0.49614453 0.60953435
 0.39026792 0.38807558 0.54004931 0.37709158 0.51083099 0.46466285
 0.19801126 0.7179049  0.50149909 0.54251497 0.69084424 0.52381027
 0.41260968 0.16193653 0.58544035 1.         0.46647583 0.25153353
 0.36843437 0.66217369 0.31745602 0.42860777 0.66761906 0.41842363
 0.78910621 0.65659904 0.41062278 0.48952006 0.75469732 0.59341902
 0.41862877 0.52361123 0.62111538 0.46519537 0.32681789 0.79109538
 0.72990157 0.73027039 0.5331144  0.7643094 ]","[0.05566284 0.08542337 0.11076495 0.13168759 0.14819128 0.16027603
 0.16290698 0.1625018  0.16365189 0.16530139 0.16418985 0.1578297
 0.1475126  0.13529016 0.12351313 0.1126809  0.10260868 0.0942746
 0.08971962 0.08807529 0.08871609 0.09095714 0.09440221 0.09873664
 0.1033773  0.1083452  0.11287938 0.11614903 0.11784168 0.11833513
 0.11876964 0.11880732 0.11963725 0.1215709  0.1243885  0.12978341
 0.13611192 0.14274893 0.14629195 0.1468137  0.14409853 0.13831014
 0.13137046 0.12308027 0.11549914 0.1115809  0.11223872 0.11470593
 0.12000258 0.12724663 0.13344431 0.1373422  0.14019105 0.14112322
 0.14059303 0.14150829 0.14310297 0.14553611 0.14472383 0.14116276
 0.136096   0.13098445 0.12536032 0.11932317 0.11353656 0.1105517
 0.11264211 0.11955691 0.12461993 0.13030531 0.13707781 0.14012921
 0.1402716  0.13613738 0.12488735 0.11251104 0.10227146 0.09467812
 0.09203934 0.09465586 0.10196661 0.11299257 0.12446119 0.13790438
 0.14305575 0.14400135 0.13829936 0.13067486 0.12293472 0.11708428
 0.11523579 0.11999147 0.12761492 0.14398979 0.15749679 0.17293465
 0.19030338 0.20960297 0.23083342]"
random,0.01,2.0,Direct,MSE,0.04157719624643041,"[0.4794748  0.65875777 0.80227505 0.20447878 0.27802275 0.84338841
 0.49599953 0.70802188 0.03551671 0.58604009 0.69274634 0.54802148
 0.76804489 0.68452753 0.15027792 0.81884163 0.53898748 0.05760757
 0.26227136 0.59615801 0.41375918 0.35321464 0.17314279 0.24349962
 0.55631189 0.3180631  0.70182217 0.72847137 0.41570929 0.
 0.61234286 0.66707285 0.75505064 0.3758809  0.57509155 0.43475282
 0.72895818 0.53443484 0.82851245 0.63872218 0.42135013 0.44185236
 0.50982255 0.69531537 0.47510804 0.29474615 0.47278159 0.31569288
 0.79745435 0.52342136 0.74807855 0.59000188 0.75179453 0.6405905
 0.32321384 0.44546284 0.62245904 0.69522821 0.49614453 0.60953435
 0.39026792 0.38807558 0.54004931 0.37709158 0.51083099 0.46466285
 0.19801126 0.7179049  0.50149909 0.54251497 0.69084424 0.52381027
 0.41260968 0.16193653 0.58544035 1.         0.46647583 0.25153353
 0.36843437 0.66217369 0.31745602 0.42860777 0.66761906 0.41842363
 0.78910621 0.65659904 0.41062278 0.48952006 0.75469732 0.59341902
 0.41862877 0.52361123 0.62111538 0.46519537 0.32681789 0.79109538
 0.72990157 0.73027039 0.5331144  0.7643094 ]","[0.45847237 0.45883085 0.45958084 0.46068752 0.4621553  0.46397828
 0.46604603 0.46825153 0.47061384 0.47323836 0.47585247 0.47770908
 0.47791917 0.47588392 0.47236307 0.46915698 0.46390061 0.45630027
 0.45010779 0.45306106 0.46310066 0.46152788 0.45324445 0.46161552
 0.47105344 0.47363943 0.47373113 0.47877951 0.48889949 0.48936249
 0.47968792 0.49069449 0.50914019 0.51956722 0.49673983 0.47500922
 0.51205584 0.58718366 0.58243079 0.55093764 0.57335649 0.60216385
 0.57439338 0.51777201 0.4809424  0.46447273 0.45308495 0.46659499
 0.48127096 0.5549853  0.59310098 0.59952795 0.66324    0.6129297
 0.53911065 0.53209572 0.53191406 0.52430885 0.50847668 0.56145656
 0.5124149  0.44631269 0.45345809 0.5061848  0.51475707 0.50244765
 0.48451391 0.50324204 0.57963971 0.53511905 0.50468089 0.6001721
 0.71036182 0.69240759 0.52050746 0.45654214 0.43813803 0.42610505
 0.41836927 0.42282287 0.44145255 0.46669175 0.48167115 0.49053871
 0.66031726 0.7204896  0.53221194 0.49248053 0.48769599 0.48447831
 0.59399985 0.49041561 0.48723529 0.60778996 0.59118223 0.7073301
 0.56934109 0.95985905 0.82814467]"
random,0.01,2.0,Gaussian,MSE,0.05186756780883831,"[0.4794748  0.65875777 0.80227505 0.20447878 0.27802275 0.84338841
 0.49599953 0.70802188 0.03551671 0.58604009 0.69274634 0.54802148
 0.76804489 0.68452753 0.15027792 0.81884163 0.53898748 0.05760757
 0.26227136 0.59615801 0.41375918 0.35321464 0.17314279 0.24349962
 0.55631189 0.3180631  0.70182217 0.72847137 0.41570929 0.
 0.61234286 0.66707285 0.75505064 0.3758809  0.57509155 0.43475282
 0.72895818 0.53443484 0.82851245 0.63872218 0.42135013 0.44185236
 0.50982255 0.69531537 0.47510804 0.29474615 0.47278159 0.31569288
 0.79745435 0.52342136 0.74807855 0.59000188 0.75179453 0.6405905
 0.32321384 0.44546284 0.62245904 0.69522821 0.49614453 0.60953435
 0.39026792 0.38807558 0.54004931 0.37709158 0.51083099 0.46466285
 0.19801126 0.7179049  0.50149909 0.54251497 0.69084424 0.52381027
 0.41260968 0.16193653 0.58544035 1.         0.46647583 0.25153353
 0.36843437 0.66217369 0.31745602 0.42860777 0.66761906 0.41842363
 0.78910621 0.65659904 0.41062278 0.48952006 0.75469732 0.59341902
 0.41862877 0.52361123 0.62111538 0.46519537 0.32681789 0.79109538
 0.72990157 0.73027039 0.5331144  0.7643094 ]","[0.55766786 0.57226627 0.57525499 0.5733617  0.57389284 0.58254856
 0.60163834 0.62928026 0.65985138 0.68554493 0.69853638 0.69309221
 0.66702593 0.62216983 0.56386868 0.49977568 0.43834992 0.38741049
 0.35296444 0.33839096 0.3439997  0.36699236 0.40188846 0.44145858
 0.47810427 0.50545627 0.51981275 0.5209954  0.51231763 0.49961285
 0.48957343 0.48788186 0.49768247 0.51881769 0.54799129 0.57972561
 0.60776302 0.62649178 0.63205581 0.62297549 0.60027711 0.56723099
 0.52881605 0.49099355 0.45984129 0.44061196 0.43683348 0.44962481
 0.47740595 0.51611048 0.55987959 0.60208192 0.6364238  0.657922
 0.66359062 0.6527955  0.62729822 0.59102336 0.54955704 0.50937154
 0.47680859 0.45694584 0.45257223 0.46354409 0.48673961 0.51667644
 0.54666014 0.57017228 0.58215055 0.57987915 0.56335488 0.5351507
 0.49989619 0.46351063 0.43228662 0.41188754 0.40633548 0.41712967
 0.44270496 0.47844986 0.51741215 0.55163719 0.57387497 0.57924995
 0.56648001 0.53836529 0.50148151 0.46520694 0.44030875 0.43730056
 0.46471535 0.52740816 0.62506704 0.75124549 0.89333128 1.03380672
 1.15286896 1.23202443 1.25783027 1.28257197]"
